CamID,Source.sheet,Year,Locality/Population,Lat,Lon,sex.by.median.norm.depth.chr1.highest.depth.sample,sex.depth.genital.consensous
CAM046049,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046050,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,cant.be.det,female
CAM046051,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046052,Batch1 - missing information,2016,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046053,Batch1 - missing information,2016,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046054,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046055,Batch1 - missing information,2016,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046056,Batch1 - missing information,2016,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046057,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046058,Batch1 - missing information,2016,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046059,Mastersheet,2016,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,cant.be.det,female
CAM046060,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046061,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046062,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046063,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046064,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046065,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046066,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046067,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046068,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046069,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046070,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046071,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046072,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046073,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046074,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046075,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046076,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046077,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046078,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046079,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046080,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046081,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,male,male
CAM046082,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046083,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046084,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046085,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046086,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,cant.be.det,0
CAM046087,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046088,Batch1 - missing information,2017,"Roraima - 2°56'18,1""N 61°00'18,0""W, Altitude 87m",2.938361,-61.005,,
CAM046089,Mastersheet,2017,"Roraima - 2¡56'18,1""N 61¡00'18,0""W, Altitude 87m",2.938361,-61.005,female,female
CAM046090,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046091,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046092,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046093,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046094,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046095,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046096,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046097,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046098,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046099,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046100,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046101,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046102,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046103,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046104,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046105,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046106,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046107,Batch1 - missing information,2015,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046108,Mastersheet,2015,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046109,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046110,Batch1 - missing information,2016,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046111,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046112,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046113,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046114,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046115,Batch1 - missing information,2016,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046116,Batch1 - missing information,2016,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046117,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046118,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046119,Batch1 - missing information,2016,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046120,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046121,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046122,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046123,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,0
CAM046124,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046125,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046126,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046127,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046128,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046129,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046130,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046131,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046132,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,cant.be.det,0
CAM046133,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046134,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,NA,male
CAM046135,Batch1 - missing information,2016,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046136,Mastersheet,2016,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046137,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046138,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,cant.be.det,female
CAM046139,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046140,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046141,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046142,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046143,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046144,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046145,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,female,female
CAM046146,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046147,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046148,Mastersheet,2017,"Rio Grande do Sul - Passo Fundo - 28¡13'35,88"" S  52¡24'13,05"" W, A 682 m",-28.226633,-52.403625,male,male
CAM046149,Batch1 - missing information,2017,"Rio Grande do Sul - Passo Fundo - 28°13'35,88"" S  52°24'13,05"" W, A 682 m",-28.226633,-52.403625,,
CAM046150,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046151,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046152,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046153,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046154,Batch1 - missing information,2016,"multiple cropping 9°08'14,4""S 40°18'07,4""W, A 365,5 m",-9.137333,-40.30206,,
CAM046155,Batch1 - missing information,2016,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046156,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046157,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046158,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046159,Batch1 - missing information,2015,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046160,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046161,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046162,Batch1 - missing information,2016,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046163,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046164,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046165,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046166,Batch1 - missing information,2015,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046167,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046168,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046169,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046170,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046171,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046172,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046173,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046174,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046175,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046176,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046177,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046178,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046179,Batch1 - missing information,2015.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046180,Batch1 - missing information,2016,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046181,Batch1 - missing information,2016,Pernambuco - Petrolina (multiple cropping),-9.137333,-40.30206,,
CAM046182,Batch1 - missing information,2016,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046183,Batch1 - missing information,2017,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046184,Batch1 - missing information,2016,Pernambuco - Petrolina (grape),-9.065056,-40.17322,,
CAM046185,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046186,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046187,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046188,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046189,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046190,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046191,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046192,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046193,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046194,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046195,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046196,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046197,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046198,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046199,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046200,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046201,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046202,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046203,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046204,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046205,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046206,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046207,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046208,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046209,Batch1 - missing information,2016.5,Pernambuco - Petrolina,-9.392778,-40.507778,,
CAM046210,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,male
CAM046211,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,female
CAM046212,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,female
CAM046213,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046214,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046215,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046216,Batch1 - missing information,2015,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046217,Batch1 - missing information,2015,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046218,Batch1 - missing information,2015,"Mato Grosso - Sinop - 11°52’33,73”S 55°35’52,16”O, Altitude 380m",-11.876036,-55.597822,,
CAM046219,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046220,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046221,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046222,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046223,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046224,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046225,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046226,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046227,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046228,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046229,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046230,Mastersheet,2015,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046231,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046232,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046233,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046234,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046235,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046236,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046237,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046238,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046239,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046240,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,cant.be.det,0
CAM046241,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046242,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046243,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046244,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
CAM046245,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046246,Mastersheet,2016,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,male,male
CAM046247,Mastersheet,2017,"Mato Grosso - Sinop - 11¡52Õ33,73ÓS 55¡35Õ52,16ÓO, Altitude 380m",-11.876036,-55.597822,female,female
